filepath,filename,label,label_id,writer_id,pair_id,extension
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/forgeries_35_17.png,forgeries_35_17.png,forged,1,writer_35,writer_35_sample_17,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/original_35_16.png,original_35_16.png,genuine,0,writer_35,writer_35_sample_16,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/forgeries_35_6.png,forgeries_35_6.png,forged,1,writer_35,writer_35_sample_6,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/forgeries_35_22.png,forgeries_35_22.png,forged,1,writer_35,writer_35_sample_22,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/original_35_9.png,original_35_9.png,genuine,0,writer_35,writer_35_sample_9,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/original_35_17.png,original_35_17.png,genuine,0,writer_35,writer_35_sample_17,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/forgeries_35_10.png,forgeries_35_10.png,forged,1,writer_35,writer_35_sample_10,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/forgeries_35_20.png,forgeries_35_20.png,forged,1,writer_35,writer_35_sample_20,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/original_35_20.png,original_35_20.png,genuine,0,writer_35,writer_35_sample_20,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/original_35_18.png,original_35_18.png,genuine,0,writer_35,writer_35_sample_18,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/forgeries_35_4.png,forgeries_35_4.png,forged,1,writer_35,writer_35_sample_4,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/forgeries_35_14.png,forgeries_35_14.png,forged,1,writer_35,writer_35_sample_14,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/original_35_2.png,original_35_2.png,genuine,0,writer_35,writer_35_sample_2,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/original_35_24.png,original_35_24.png,genuine,0,writer_35,writer_35_sample_24,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/original_35_19.png,original_35_19.png,genuine,0,writer_35,writer_35_sample_19,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/original_35_15.png,original_35_15.png,genuine,0,writer_35,writer_35_sample_15,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/forgeries_35_13.png,forgeries_35_13.png,forged,1,writer_35,writer_35_sample_13,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/forgeries_35_8.png,forgeries_35_8.png,forged,1,writer_35,writer_35_sample_8,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/original_35_7.png,original_35_7.png,genuine,0,writer_35,writer_35_sample_7,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/forgeries_35_9.png,forgeries_35_9.png,forged,1,writer_35,writer_35_sample_9,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/original_35_3.png,original_35_3.png,genuine,0,writer_35,writer_35_sample_3,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/forgeries_35_23.png,forgeries_35_23.png,forged,1,writer_35,writer_35_sample_23,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/original_35_6.png,original_35_6.png,genuine,0,writer_35,writer_35_sample_6,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/original_35_8.png,original_35_8.png,genuine,0,writer_35,writer_35_sample_8,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/forgeries_35_19.png,forgeries_35_19.png,forged,1,writer_35,writer_35_sample_19,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/original_35_1.png,original_35_1.png,genuine,0,writer_35,writer_35_sample_1,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/forgeries_35_3.png,forgeries_35_3.png,forged,1,writer_35,writer_35_sample_3,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/forgeries_35_5.png,forgeries_35_5.png,forged,1,writer_35,writer_35_sample_5,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/forgeries_35_15.png,forgeries_35_15.png,forged,1,writer_35,writer_35_sample_15,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/forgeries_35_18.png,forgeries_35_18.png,forged,1,writer_35,writer_35_sample_18,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/forgeries_35_1.png,forgeries_35_1.png,forged,1,writer_35,writer_35_sample_1,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/original_35_21.png,original_35_21.png,genuine,0,writer_35,writer_35_sample_21,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/forgeries_35_21.png,forgeries_35_21.png,forged,1,writer_35,writer_35_sample_21,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/original_35_5.png,original_35_5.png,genuine,0,writer_35,writer_35_sample_5,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/forgeries_35_16.png,forgeries_35_16.png,forged,1,writer_35,writer_35_sample_16,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/original_35_10.png,original_35_10.png,genuine,0,writer_35,writer_35_sample_10,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/forgeries_35_24.png,forgeries_35_24.png,forged,1,writer_35,writer_35_sample_24,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/original_35_11.png,original_35_11.png,genuine,0,writer_35,writer_35_sample_11,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/original_35_22.png,original_35_22.png,genuine,0,writer_35,writer_35_sample_22,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/original_35_12.png,original_35_12.png,genuine,0,writer_35,writer_35_sample_12,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/original_35_14.png,original_35_14.png,genuine,0,writer_35,writer_35_sample_14,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/forgeries_35_11.png,forgeries_35_11.png,forged,1,writer_35,writer_35_sample_11,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/forgeries_35_7.png,forgeries_35_7.png,forged,1,writer_35,writer_35_sample_7,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/original_35_4.png,original_35_4.png,genuine,0,writer_35,writer_35_sample_4,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/forgeries_35_12.png,forgeries_35_12.png,forged,1,writer_35,writer_35_sample_12,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/forgeries_35_2.png,forgeries_35_2.png,forged,1,writer_35,writer_35_sample_2,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/original_35_13.png,original_35_13.png,genuine,0,writer_35,writer_35_sample_13,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_35/original_35_23.png,original_35_23.png,genuine,0,writer_35,writer_35_sample_23,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/original_36_18.png,original_36_18.png,genuine,0,writer_36,writer_36_sample_18,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/original_36_11.png,original_36_11.png,genuine,0,writer_36,writer_36_sample_11,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/forgeries_36_19.png,forgeries_36_19.png,forged,1,writer_36,writer_36_sample_19,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/forgeries_36_6.png,forgeries_36_6.png,forged,1,writer_36,writer_36_sample_6,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/original_36_9.png,original_36_9.png,genuine,0,writer_36,writer_36_sample_9,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/forgeries_36_10.png,forgeries_36_10.png,forged,1,writer_36,writer_36_sample_10,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/forgeries_36_14.png,forgeries_36_14.png,forged,1,writer_36,writer_36_sample_14,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/original_36_20.png,original_36_20.png,genuine,0,writer_36,writer_36_sample_20,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/forgeries_36_20.png,forgeries_36_20.png,forged,1,writer_36,writer_36_sample_20,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/forgeries_36_9.png,forgeries_36_9.png,forged,1,writer_36,writer_36_sample_9,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/forgeries_36_22.png,forgeries_36_22.png,forged,1,writer_36,writer_36_sample_22,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/original_36_16.png,original_36_16.png,genuine,0,writer_36,writer_36_sample_16,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/forgeries_36_3.png,forgeries_36_3.png,forged,1,writer_36,writer_36_sample_3,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/original_36_14.png,original_36_14.png,genuine,0,writer_36,writer_36_sample_14,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/original_36_1.png,original_36_1.png,genuine,0,writer_36,writer_36_sample_1,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/original_36_23.png,original_36_23.png,genuine,0,writer_36,writer_36_sample_23,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/original_36_15.png,original_36_15.png,genuine,0,writer_36,writer_36_sample_15,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/forgeries_36_13.png,forgeries_36_13.png,forged,1,writer_36,writer_36_sample_13,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/original_36_19.png,original_36_19.png,genuine,0,writer_36,writer_36_sample_19,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/forgeries_36_1.png,forgeries_36_1.png,forged,1,writer_36,writer_36_sample_1,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/original_36_7.png,original_36_7.png,genuine,0,writer_36,writer_36_sample_7,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/forgeries_36_12.png,forgeries_36_12.png,forged,1,writer_36,writer_36_sample_12,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/original_36_5.png,original_36_5.png,genuine,0,writer_36,writer_36_sample_5,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/forgeries_36_15.png,forgeries_36_15.png,forged,1,writer_36,writer_36_sample_15,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/original_36_17.png,original_36_17.png,genuine,0,writer_36,writer_36_sample_17,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/forgeries_36_21.png,forgeries_36_21.png,forged,1,writer_36,writer_36_sample_21,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/forgeries_36_2.png,forgeries_36_2.png,forged,1,writer_36,writer_36_sample_2,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/original_36_8.png,original_36_8.png,genuine,0,writer_36,writer_36_sample_8,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/forgeries_36_4.png,forgeries_36_4.png,forged,1,writer_36,writer_36_sample_4,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/original_36_4.png,original_36_4.png,genuine,0,writer_36,writer_36_sample_4,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/original_36_2.png,original_36_2.png,genuine,0,writer_36,writer_36_sample_2,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/forgeries_36_11.png,forgeries_36_11.png,forged,1,writer_36,writer_36_sample_11,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/original_36_22.png,original_36_22.png,genuine,0,writer_36,writer_36_sample_22,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/original_36_24.png,original_36_24.png,genuine,0,writer_36,writer_36_sample_24,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/forgeries_36_23.png,forgeries_36_23.png,forged,1,writer_36,writer_36_sample_23,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/forgeries_36_24.png,forgeries_36_24.png,forged,1,writer_36,writer_36_sample_24,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/original_36_21.png,original_36_21.png,genuine,0,writer_36,writer_36_sample_21,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/original_36_12.png,original_36_12.png,genuine,0,writer_36,writer_36_sample_12,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/forgeries_36_18.png,forgeries_36_18.png,forged,1,writer_36,writer_36_sample_18,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/forgeries_36_16.png,forgeries_36_16.png,forged,1,writer_36,writer_36_sample_16,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/forgeries_36_8.png,forgeries_36_8.png,forged,1,writer_36,writer_36_sample_8,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/forgeries_36_17.png,forgeries_36_17.png,forged,1,writer_36,writer_36_sample_17,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/forgeries_36_5.png,forgeries_36_5.png,forged,1,writer_36,writer_36_sample_5,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/forgeries_36_7.png,forgeries_36_7.png,forged,1,writer_36,writer_36_sample_7,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/original_36_6.png,original_36_6.png,genuine,0,writer_36,writer_36_sample_6,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/original_36_3.png,original_36_3.png,genuine,0,writer_36,writer_36_sample_3,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/original_36_10.png,original_36_10.png,genuine,0,writer_36,writer_36_sample_10,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_36/original_36_13.png,original_36_13.png,genuine,0,writer_36,writer_36_sample_13,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/original_22_21.png,original_22_21.png,genuine,0,writer_22,writer_22_sample_21,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/forgeries_22_15.png,forgeries_22_15.png,forged,1,writer_22,writer_22_sample_15,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/forgeries_22_9.png,forgeries_22_9.png,forged,1,writer_22,writer_22_sample_9,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/forgeries_22_1.png,forgeries_22_1.png,forged,1,writer_22,writer_22_sample_1,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/original_22_11.png,original_22_11.png,genuine,0,writer_22,writer_22_sample_11,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/forgeries_22_24.png,forgeries_22_24.png,forged,1,writer_22,writer_22_sample_24,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/original_22_17.png,original_22_17.png,genuine,0,writer_22,writer_22_sample_17,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/original_22_13.png,original_22_13.png,genuine,0,writer_22,writer_22_sample_13,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/original_22_10.png,original_22_10.png,genuine,0,writer_22,writer_22_sample_10,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/original_22_20.png,original_22_20.png,genuine,0,writer_22,writer_22_sample_20,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/original_22_6.png,original_22_6.png,genuine,0,writer_22,writer_22_sample_6,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/original_22_16.png,original_22_16.png,genuine,0,writer_22,writer_22_sample_16,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/original_22_14.png,original_22_14.png,genuine,0,writer_22,writer_22_sample_14,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/forgeries_22_22.png,forgeries_22_22.png,forged,1,writer_22,writer_22_sample_22,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/original_22_4.png,original_22_4.png,genuine,0,writer_22,writer_22_sample_4,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/original_22_3.png,original_22_3.png,genuine,0,writer_22,writer_22_sample_3,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/forgeries_22_6.png,forgeries_22_6.png,forged,1,writer_22,writer_22_sample_6,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/forgeries_22_5.png,forgeries_22_5.png,forged,1,writer_22,writer_22_sample_5,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/original_22_7.png,original_22_7.png,genuine,0,writer_22,writer_22_sample_7,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/original_22_1.png,original_22_1.png,genuine,0,writer_22,writer_22_sample_1,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/forgeries_22_18.png,forgeries_22_18.png,forged,1,writer_22,writer_22_sample_18,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/original_22_18.png,original_22_18.png,genuine,0,writer_22,writer_22_sample_18,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/original_22_15.png,original_22_15.png,genuine,0,writer_22,writer_22_sample_15,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/forgeries_22_12.png,forgeries_22_12.png,forged,1,writer_22,writer_22_sample_12,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/forgeries_22_8.png,forgeries_22_8.png,forged,1,writer_22,writer_22_sample_8,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/original_22_23.png,original_22_23.png,genuine,0,writer_22,writer_22_sample_23,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/original_22_24.png,original_22_24.png,genuine,0,writer_22,writer_22_sample_24,.png
/kaggle/input/datasets/matteocarnebella/cedar-signatures/signatures/signatures_22/forgeries_22_21.png,forgeries_22_21.png,forged,1,writer_22,writer_22_sample_21,.png
